user_nick,rank,new_count,new_stocks
santago,5,1,POSCO홀딩스
숭실숭실해,6,1,에코프로
MKNT_MIN,7,1,삼성SDI
보라색맛나,8,1,삼성전기
이레,12,1,삼성SDI
이더지마이더야,13,1,현대건설
딸깍,15,1,POSCO홀딩스
chics,17,1,한국전력
RICH_차가운심장,18,1,두산에너빌리티
코스모스,1,0,
사계절투자법,2,0,
귀여운바위게,3,0,
훈식,4,0,
RICH_KKK,9,0,
아일렉스,10,0,
가주한,16,0,
HYSW_jj,20,0,
고양이를위하여_GIC,22,0,
한지평,25,0,
Happening,26,0,
