user_nick,rank,new_count,new_stocks
이레,10,1,엘티씨
poee,12,1,두산밥캣
바게트버터,20,1,갤럭시아머니트리
사계절투자법,1,0,
코스모스,2,0,
귀여운바위게,3,0,
보라색맛나,4,0,
훈식,5,0,
MKNT_MIN,6,0,
숭실숭실해,7,0,
santago,8,0,
RICH_KKK,9,0,
딸깍,11,0,
한지평,13,0,
가주한,14,0,
고양이를위하여_GIC,15,0,
스윙의신123,16,0,
아일렉스,17,0,
이더지마이더야,18,0,
chics,19,0,
HYSW_jj,21,0,
이덕현_GIC,22,0,
RICH_차가운심장,23,0,
