user_nick,rank,new_count,new_stocks
숭실숭실해,5,1,코스모신소재
보라색맛나,6,1,한솔케미칼
STAR_박충배,10,1,원익IPS
이레,15,1,엘티씨
felicita,17,1,펩트론
Happening,19,1,로보티즈
상습적깡통키커,23,1,SK스퀘어
코스모스,1,0,
사계절투자법,2,0,
훈식,3,0,
귀여운바위게,4,0,
santago,7,0,
RICH_KKK,8,0,
MKNT_MIN,9,0,
아일렉스,11,0,
이더지마이더야,12,0,
밥주세요,13,0,
딸깍,14,0,
고양이를위하여_GIC,16,0,
RICH_차가운심장,18,0,
chics,21,0,
묻따꼬삼,22,0,
사계,25,0,
