user_nick,rank,new_count,new_stocks
훈식,9,2,HJ중공업; 삼성중공업
귀여운바위게,3,1,포스코DX
숭실숭실해,8,1,미래에셋증권
이레,13,1,제이앤티씨
아일렉스,18,1,삼성중공업
사계절투자법,1,0,
코스모스,2,0,
보라색맛나,4,0,
MKNT_MIN,5,0,
딸깍,6,0,
RICH_KKK,10,0,
한지평,11,0,
가주한,15,0,
HYSW_jj,20,0,
