user_nick,rank,new_count,new_stocks
poee,12,2,엔켐; 포스코DX
MKNT_MIN,5,1,현대차
이덕현_GIC,23,1,보로노이
사계절투자법,1,0,
코스모스,2,0,
귀여운바위게,3,0,
보라색맛나,4,0,
훈식,6,0,
santago,7,0,
숭실숭실해,8,0,
딸깍,9,0,
RICH_KKK,10,0,
이레,11,0,
가주한,13,0,
chics,14,0,
스윙의신123,15,0,
한지평,16,0,
고양이를위하여_GIC,17,0,
이더지마이더야,18,0,
HYSW_jj,19,0,
아일렉스,20,0,
바게트버터,21,0,
RICH_차가운심장,22,0,
