rank,user_nick,stock_name,weight,scraped_at
1,고호h,오이솔루션,18.0,2026-04-02 09:07:24
1,고호h,성호전자,17.3,2026-04-02 09:07:24
1,고호h,파이버프로,15.7,2026-04-02 09:07:24
1,고호h,스피어,15.4,2026-04-02 09:07:24
1,고호h,케이엠더블유,15.3,2026-04-02 09:07:24
1,고호h,RFHIC,9.3,2026-04-02 09:07:24
1,고호h,코리아써키트,6.8,2026-04-02 09:07:24
1,고호h,파두,1.6,2026-04-02 09:07:24
1,고호h,에이피알,0.7,2026-04-02 09:07:24
2,SMP_너구리학살중,로보티즈,14.7,2026-04-02 09:07:26
2,SMP_너구리학살중,알지노믹스,14.3,2026-04-02 09:07:26
2,SMP_너구리학살중,에코프로머티,14.2,2026-04-02 09:07:26
2,SMP_너구리학살중,서진시스템,13.7,2026-04-02 09:07:26
2,SMP_너구리학살중,한국피아이엠,12.2,2026-04-02 09:07:26
2,SMP_너구리학살중,대한광통신,11.5,2026-04-02 09:07:26
2,SMP_너구리학살중,SK증권,10.5,2026-04-02 09:07:26
2,SMP_너구리학살중,오이솔루션,7.1,2026-04-02 09:07:26
2,SMP_너구리학살중,HD현대에너지솔루션,1.9,2026-04-02 09:07:26
3,shhh,엘앤에프,13.6,2026-04-02 09:07:28
3,shhh,한미반도체,13.5,2026-04-02 09:07:28
3,shhh,삼성전기,13.5,2026-04-02 09:07:28
3,shhh,삼성전자,13.2,2026-04-02 09:07:28
3,shhh,대우건설,13.0,2026-04-02 09:07:28
3,shhh,리노공업,11.2,2026-04-02 09:07:28
3,shhh,성호전자,8.1,2026-04-02 09:07:28
3,shhh,대한광통신,5.6,2026-04-02 09:07:28
4,알고픽,오이솔루션,18.4,2026-04-02 09:07:30
4,알고픽,에치에프알,17.4,2026-04-02 09:07:30
4,알고픽,현대건설,15.9,2026-04-02 09:07:30
4,알고픽,피에스케이,15.1,2026-04-02 09:07:30
4,알고픽,주성엔지니어링,15.0,2026-04-02 09:07:30
4,알고픽,비에이치아이,14.8,2026-04-02 09:07:30
4,알고픽,로보티즈,3.5,2026-04-02 09:07:30
5,강서윤,삼성전자,29.9,2026-04-02 09:07:31
5,강서윤,대한광통신,16.1,2026-04-02 09:07:31
5,강서윤,현대무벡스,16.0,2026-04-02 09:07:31
5,강서윤,네오티스,14.9,2026-04-02 09:07:31
5,강서윤,미래에셋증권,13.5,2026-04-02 09:07:31
5,강서윤,삼천당제약,9.4,2026-04-02 09:07:31
6,이불쟁이,삼성전자,15.0,2026-04-02 09:07:33
6,이불쟁이,오이솔루션,14.5,2026-04-02 09:07:33
6,이불쟁이,대우건설,14.4,2026-04-02 09:07:33
6,이불쟁이,SK하이닉스,14.3,2026-04-02 09:07:33
6,이불쟁이,RFHIC,10.6,2026-04-02 09:07:33
6,이불쟁이,쏠리드,9.8,2026-04-02 09:07:33
6,이불쟁이,이수페타시스,9.7,2026-04-02 09:07:33
6,이불쟁이,케이엠더블유,6.9,2026-04-02 09:07:33
6,이불쟁이,유비쿼스,4.9,2026-04-02 09:07:33
7,달관,오이솔루션,18.5,2026-04-02 09:07:35
7,달관,성호전자,17.9,2026-04-02 09:07:35
7,달관,삼성전자,16.0,2026-04-02 09:07:35
7,달관,RFHIC,15.2,2026-04-02 09:07:35
7,달관,파두,14.6,2026-04-02 09:07:35
7,달관,씨에스윈드,12.2,2026-04-02 09:07:35
7,달관,녹십자웰빙,5.7,2026-04-02 09:07:35
8,쭈돌이,삼성전자,42.7,2026-04-02 09:07:37
8,쭈돌이,한국항공우주,16.4,2026-04-02 09:07:37
8,쭈돌이,로보티즈,16.1,2026-04-02 09:07:37
8,쭈돌이,에스피지,15.9,2026-04-02 09:07:37
9,부산대SMP,LIG넥스원,17.2,2026-04-02 09:07:39
9,부산대SMP,삼성전자,15.2,2026-04-02 09:07:39
9,부산대SMP,삼성E&A,14.4,2026-04-02 09:07:39
9,부산대SMP,SK하이닉스,12.9,2026-04-02 09:07:39
9,부산대SMP,인텔리안테크,12.2,2026-04-02 09:07:39
9,부산대SMP,LS머트리얼즈,9.5,2026-04-02 09:07:39
9,부산대SMP,현대차,9.0,2026-04-02 09:07:39
9,부산대SMP,기업은행,4.9,2026-04-02 09:07:39
9,부산대SMP,삼양식품,4.8,2026-04-02 09:07:39
