rank,user_nick,stock_name,weight,scraped_at
1,SMP_너구리학살중,에코프로머티,14.7,2026-04-02 09:30:30
1,SMP_너구리학살중,로보티즈,14.5,2026-04-02 09:30:30
1,SMP_너구리학살중,대한광통신,14.2,2026-04-02 09:30:30
1,SMP_너구리학살중,서진시스템,14.0,2026-04-02 09:30:30
1,SMP_너구리학살중,알지노믹스,13.5,2026-04-02 09:30:30
1,SMP_너구리학살중,한국피아이엠,12.0,2026-04-02 09:30:30
1,SMP_너구리학살중,오이솔루션,10.3,2026-04-02 09:30:30
1,SMP_너구리학살중,SK증권,6.9,2026-04-02 09:30:30
1,SMP_너구리학살중,HD현대에너지솔루션,0.0,2026-04-02 09:30:30
2,고호h,오이솔루션,18.0,2026-04-02 09:30:32
2,고호h,성호전자,17.0,2026-04-02 09:30:32
2,고호h,파이버프로,15.9,2026-04-02 09:30:32
2,고호h,케이엠더블유,15.5,2026-04-02 09:30:32
2,고호h,스피어,15.4,2026-04-02 09:30:32
2,고호h,RFHIC,9.3,2026-04-02 09:30:32
2,고호h,에이피알,0.0,2026-04-02 09:30:32
2,고호h,파두,0.0,2026-04-02 09:30:32
2,고호h,코리아써키트,0.0,2026-04-02 09:30:32
3,강서윤,삼성전자,29.6,2026-04-02 09:30:34
3,강서윤,대한광통신,17.3,2026-04-02 09:30:34
3,강서윤,현대무벡스,16.1,2026-04-02 09:30:34
3,강서윤,네오티스,14.3,2026-04-02 09:30:34
3,강서윤,미래에셋증권,13.1,2026-04-02 09:30:34
3,강서윤,삼천당제약,9.4,2026-04-02 09:30:34
4,shhh,삼성전자,15.1,2026-04-02 09:30:36
4,shhh,엘앤에프,14.4,2026-04-02 09:30:36
4,shhh,한미반도체,13.6,2026-04-02 09:30:36
4,shhh,삼성전기,13.3,2026-04-02 09:30:36
4,shhh,대우건설,12.8,2026-04-02 09:30:36
4,shhh,리노공업,11.2,2026-04-02 09:30:36
4,shhh,원익홀딩스,4.9,2026-04-02 09:30:36
4,shhh,성호전자,0.0,2026-04-02 09:30:36
4,shhh,대한광통신,0.0,2026-04-02 09:30:36
5,죠스,LIG넥스원,10.6,2026-04-02 09:30:38
5,죠스,삼성전기,10.1,2026-04-02 09:30:38
5,죠스,대한광통신,9.4,2026-04-02 09:30:38
5,죠스,한화에어로스페이스,8.6,2026-04-02 09:30:38
5,죠스,한국항공우주,7.9,2026-04-02 09:30:38
5,죠스,대덕전자,7.5,2026-04-02 09:30:38
5,죠스,SK이터닉스,7.5,2026-04-02 09:30:38
5,죠스,큐라클,7.2,2026-04-02 09:30:38
5,죠스,오름테라퓨틱,6.6,2026-04-02 09:30:38
5,죠스,HD현대에너지솔루션,6.5,2026-04-02 09:30:38
6,이불쟁이,삼성전자,14.9,2026-04-02 09:30:40
6,이불쟁이,오이솔루션,14.6,2026-04-02 09:30:40
6,이불쟁이,SK하이닉스,14.2,2026-04-02 09:30:40
6,이불쟁이,대우건설,14.2,2026-04-02 09:30:40
6,이불쟁이,RFHIC,10.5,2026-04-02 09:30:40
6,이불쟁이,쏠리드,10.2,2026-04-02 09:30:40
6,이불쟁이,이수페타시스,9.7,2026-04-02 09:30:40
6,이불쟁이,케이엠더블유,6.9,2026-04-02 09:30:40
6,이불쟁이,유비쿼스,4.9,2026-04-02 09:30:40
7,GIC_서동건,HD건설기계,11.0,2026-04-02 09:30:41
7,GIC_서동건,한화에어로스페이스,10.8,2026-04-02 09:30:41
7,GIC_서동건,한진칼,10.5,2026-04-02 09:30:41
7,GIC_서동건,SK하이닉스,10.3,2026-04-02 09:30:41
7,GIC_서동건,삼성물산,10.3,2026-04-02 09:30:41
7,GIC_서동건,KB금융,10.1,2026-04-02 09:30:41
7,GIC_서동건,HD현대일렉트릭,10.0,2026-04-02 09:30:41
7,GIC_서동건,POSCO홀딩스,9.2,2026-04-02 09:30:41
7,GIC_서동건,한국가스공사,8.7,2026-04-02 09:30:41
7,GIC_서동건,삼양식품,5.8,2026-04-02 09:30:41
8,파랑개구리,대한광통신,12.7,2026-04-02 09:30:43
8,파랑개구리,오이솔루션,11.5,2026-04-02 09:30:43
8,파랑개구리,에치에프알,8.9,2026-04-02 09:30:43
8,파랑개구리,LIG넥스원,8.4,2026-04-02 09:30:43
8,파랑개구리,대덕전자,7.9,2026-04-02 09:30:43
8,파랑개구리,LS ELECTRIC,7.6,2026-04-02 09:30:43
8,파랑개구리,SK오션플랜트,7.5,2026-04-02 09:30:43
8,파랑개구리,삼성SDI,7.0,2026-04-02 09:30:43
8,파랑개구리,엘앤에프,7.0,2026-04-02 09:30:43
8,파랑개구리,원익IPS,6.0,2026-04-02 09:30:43
9,쭈돌이,삼성전자,42.7,2026-04-02 09:30:45
9,쭈돌이,한국항공우주,16.4,2026-04-02 09:30:45
9,쭈돌이,로보티즈,16.2,2026-04-02 09:30:45
9,쭈돌이,에스피지,15.9,2026-04-02 09:30:45
10,범고래,대한광통신,14.6,2026-04-02 09:30:47
10,범고래,RFHIC,12.5,2026-04-02 09:30:47
10,범고래,케이엠더블유,12.3,2026-04-02 09:30:47
10,범고래,오이솔루션,10.5,2026-04-02 09:30:47
10,범고래,쏠리드,10.0,2026-04-02 09:30:47
10,범고래,아주IB투자,7.3,2026-04-02 09:30:47
10,범고래,미래에셋벤처투자,7.2,2026-04-02 09:30:47
10,범고래,이노와이어리스,6.7,2026-04-02 09:30:47
11,안재연,SK네트웍스,12.9,2026-04-02 09:30:49
11,안재연,엘앤에프,12.6,2026-04-02 09:30:49
11,안재연,삼성SDI,12.1,2026-04-02 09:30:49
11,안재연,DB하이텍,12.0,2026-04-02 09:30:49
11,안재연,코스모신소재,11.8,2026-04-02 09:30:49
11,안재연,대한항공,11.5,2026-04-02 09:30:49
11,안재연,한화손해보험,9.8,2026-04-02 09:30:49
11,안재연,파미셀,9.8,2026-04-02 09:30:49
11,안재연,POSCO홀딩스,7.9,2026-04-02 09:30:49
12,서울마녀,피노,15.1,2026-04-02 09:30:51
12,서울마녀,엘앤에프,14.4,2026-04-02 09:30:51
12,서울마녀,삼성SDI,13.6,2026-04-02 09:30:51
12,서울마녀,신한지주,12.4,2026-04-02 09:30:51
12,서울마녀,코스모신소재,12.1,2026-04-02 09:30:51
12,서울마녀,대한항공,11.9,2026-04-02 09:30:51
12,서울마녀,에코프로머티,6.1,2026-04-02 09:30:51
12,서울마녀,파미셀,4.4,2026-04-02 09:30:51
12,서울마녀,알지노믹스,4.0,2026-04-02 09:30:51
12,서울마녀,대우건설,0.0,2026-04-02 09:30:51
13,보리밭의파수꾼,삼성전자,29.9,2026-04-02 09:30:53
